;Date;Index_Component_Count;Internal_Number;ISIN;SEDOL;SEDOL7;Instrument_Name;Country;Currency;exchange;ICB;Mcap_Units_Index_Currency;InfoCode;closePrice_Cutoff;freeFloat_Cutoff;Free_Float_Market_Cutoff;Full_Market_Cap_Cutoff;FOR_FF;Weight
150290;12/20/2021;3291;TH50GV;TH0664010Z03;B01KHM;B01KHM9;AEON THANA SINSAP;TH;THB;0;30201020;192622185;5706;181.5;0.31;188515318.7;1346538000;0.14; 0.000176 
150292;12/20/2021;3291;TH22KY;TH3437010004;B6ZG0Q;B6ZG0Q0;ASIA AVIATION;TH;THB;0;40501010;433446;261603;2.44;0.5948;351175.2353;351183045.6;0; 0.000000 
150351;12/20/2021;3291;TH20U6;TH0233010Z07;B01GKL;B01GKL7;THAI STANLEY ELECTRIC;TH;THB;0;40101025;50821146;24869;172.5;0.472;50992331.53;392248745.1;0.13; 0.000047 
150390;12/20/2021;3291;EG9025;EGS42111C012;632585;6325859;ALEXANDRIA CONTAINERS;EG;EGP;0;50206060;37220580;39237;7.62;0.05;36039118.18;720782363.7;0.05; 0.000034 
150398;12/20/2021;3291;EG8013;EGS39061C014;BWSW8F;BWSW8F2;MISR FRETILIZERS;EG;EGP;0;55201015;172772692;281849;95.75;0.1594;182335393.3;1392936541;0.13; 0.000158 
150410;12/20/2021;3291;EG203Z;EGS38201C017;630703;6307039;EGYPTIAN CHEMICAL IND;EG;EGP;0;55201015;25419237;43431;3.23;0.0948;17361666.55;183139942.5;0.09; 0.000023 
150427;12/20/2021;3291;EG7034;EGS3E181C010;B0Y52Q;B0Y52Q0;EGYPT ALUMINIUM;EG;EGP;0;55102035;43473987;39304;21.39;0.0796;44594633.62;560234090.7;0.08; 0.000040 
150444;12/20/2021;3291;EG5043;EGS673Y1C015;BVW29L;BVW29L4;EMAAR MISR FOR DEVELOPMENT;EG;EGP;0;35101010;111574458;281356;2.64;0.1303;98927690.07;759230161.7;0.13; 0.000102 
150455;12/20/2021;3291;EG8035;EGS691D1C018;B1VR8V;B1VR8V3;C I CAPITAL HOLDING;EG;EGP;0;30202015;25207180;73190;3.95;0.5219;25080251.7;250802517;0.1; 0.000023 
150502;12/20/2021;3291;CN1SC4;US68248T1051;BKM53G;BKM53G9;ONECONNECT FINL.TECH.ADR;CN;USD;0;10101015;125365769;321412;2.56;1;144565888.3;998383206.4;0.14; 0.000115 
150563;12/20/2021;3291;PK403G;PK0064901017;643398;6433989;HONDA ATLAS CARS(PAK.);PK;PKR;0;40101020;21668048;42699;212;0.188;21726429.66;172843513.6;0.13; 0.000020 
150609;12/20/2021;3291;PK213F;PK0000501012;648480;6484802;KARACHI ELECTRIC SUPP.;PK;PKR;0;65101015;45952810;26526;3.32;0.092;48157399.98;523449999.7;0.09; 0.000042 
150643;12/20/2021;3291;PK21V7;PK0096501017;B67ZKR;B67ZKR6;FrieslandCampina Engro Pak;PK;PKR;0;45102020;32221645;254924;87.3;0.0907;34655896.66;382093678.7;0.09; 0.000030 
150663;12/20/2021;3291;ID20SP;ID1000092703;654524;6545248;BANK PAN INDONESIA;ID;IDR;0;30101010;177185819;41349;755;0.1426;179104136.8;1255989739;0.14; 0.000162 
150675;12/20/2021;3291;ID7068;ID1000130404;BHWQMH;BHWQMH5;BANK INA PERDANA;ID;IDR;0;30101010;129265747;273552;3700;0.0821;109648335.3;1460031096;0.08; 0.000118 
150687;12/20/2021;3291;ID8014;ID1000098007;B00ZNP;B00ZNP0;BANK CIMB NIAGA;ID;IDR;0;30101010;128593368;35121;985;0.0759;131121538.8;1727556506;0.08; 0.000118 
150709;12/20/2021;3291;ID809C;ID1000068406;632887;6328870;INDOFARMA;ID;IDR;0;20103015;62034938;8965;2570;0.12;66703589.55;555863246.3;0.12; 0.000057 
150716;12/20/2021;3291;ID00GB;ID1000094204;658003;6580034;Bank Danamon Indonesia Tbk PT;ID;IDR;0;30101010;105914588;35116;2410;0.0659;107242243.9;1627348162;0.07; 0.000097 
150787;12/20/2021;3291;CZ101D;CZ0009008942;BMYGDM;BMYGDM0;EHC CZUB SE CZECH REPUBLIC;CZ;CZK;0;50201020;92077236;330300;506;0.1216;91850054.54;755345843.3;0.12; 0.000084 
150813;12/20/2021;3291;MX403Q;MX01VO000009;BDZDPH;BDZDPH6;CONTROLADORA VUELA;MX;MXN;0;40501010;221719421;268503;32;1;192616353.2;1605136277;0.12; 0.000203 
144261;9/20/2021;3302;PK213F;PK0000501012;648480;6484802;KARACHI ELECTRIC SUPP.;PK;PKR;0;65101015;53621351;26526;3.72;0.092;56814279.31;617546514.2;0.09; 0.000047 
144301;9/20/2021;3302;PK803K;PK0078401012;673904;6739041;CINERGYCO PK;PK;PKR;0;60101020;22782217;9640;9.93;0.0817;25993679.03;318160086.1;0.08; 0.000020 
144326;9/20/2021;3302;PK21V7;PK0096501017;B67ZKR;B67ZKR6;FrieslandCampina Engro Pak;PK;PKR;0;45102020;43408856;254924;114.89;0.0907;48021391.49;529453048.4;0.09; 0.000038 
144589;9/20/2021;3302;TW501V;TW0002634003;B6TJTG;B6TJTG8;AEROSPACE INDV.;TW;TWD;0;50201020;96329108;277753;29.15;0.5941;99068868.24;990688505.3;0.1; 0.000085 
144687;9/20/2021;3302;CN80SZ;CNE100002BK8;BYMLND;BYMLND2;SICHUAN MONARCH SANITARY A;CN;CNY;0;40202015;48533438;290249;13.98;0.3753;50472425.87;841207016.8;0.06; 0.000043 
144697;9/20/2021;3302;CN1FWB;CNE000001GG8;672760;6727604;CHINA FORTUNE LAND A;CN;CNY;0;50101025;138660573;15158;3.79;0.3933;137699367.5;2294988735;0.06; 0.000122 
144698;9/20/2021;3302;CN70RX;CNE100002BW3;BYNF6S;BYNF6S9;CHENGDU FUSEN NOBLE HSE INDL A;CN;CNY;0;40202015;63171776;293600;12.31;0.2024;56956280.8;1431781820;0.04; 0.000056 
144707;9/20/2021;3302;CN81KS;CNE100002W68;BDTYYW;BDTYYW3;CHINA PUBLISHING & MEDIA HDG A;CN;CNY;0;40301030;76713710;299403;5.48;0.2395;74017628.71;1545253209;0.05; 0.000067 
144718;9/20/2021;3302;CN81DL;CNE100002V69;BDRVD4;BDRVD41;SHANGHAI FENGYUZHU C&T A;CN;CNY;0;40301020;65108367;301211;14.61;0.3171;57336947.77;955616012.9;0.06; 0.000057 
144728;9/20/2021;3302;CN81OW;CNE100002WL2;BF0PQN;BF0PQN4;ANHUI TRANSPORT CNSL.&. DSGN;CN;CNY;0;50101015;38844396;299024;8.92;0.5137;37639373.97;627322837.9;0.06; 0.000034 
144737;9/20/2021;3302;CN51Y3;CNE1000016L3;B6RNQM;B6RNQM7;GUANGDONG DONGFANG PRECNSCTC A;CN;CNY;0;50204000;80764133;255124;6;0.7367;86013184.91;1433553609;0.06; 0.000071 
144748;9/20/2021;3302;CN1D0D;CNE000001CG7;654505;6545055;TONGLING JINGDA SPC. MAGNET A;CN;CNY;0;50202010;149912385;9795;8.33;0.682;148585913.4;2476432773;0.06; 0.000132 
144750;9/20/2021;3302;CN21PR;CNE100000G11;B4LCXD;B4LCXD6;ANHUI SINONET & XINLONG A;CN;CNY;0;10102015;47900944;214886;7.18;0.7019;46091738.31;768195753.7;0.06; 0.000042 
144841;9/20/2021;3302;CN0GFU;CNE0000012V3;624788;6247889;Shanxi Blue Flame Holding;CN;CNY;0;60101040;123166822;14644;8.98;0.3955;80655003.12;1344250055;0.06; 0.000108 
144867;9/20/2021;3302;CN81FN;CNE100002VK6;BD9605;BD96054;FJN.AONONG BILG. TECH. GPINC A;CN;CNY;0;45102010;53654510;300296;8.13;0.5068;50870242.41;847837235.8;0.06; 0.000047 
144875;9/20/2021;3302;CN53Y5;CNE100001W51;BQYZ0V;BQYZ0V3;CHINA DESIGN GROUP;CN;CNY;0;50101015;50859419;278665;8.08;1;50152680.7;835878011.7;0.06; 0.000045 
144884;9/20/2021;3302;CN0NL7;CNE100000FV0;B41N8M;B41N8M3;LUOLAI LIFESTYLE TECHNOLOGY A;CN;CNY;0;40204020;94772965;214599;11.51;0.547;88436829.27;1473947229;0.06; 0.000083 
144888;9/20/2021;3302;CN1GL1;CNE000000008;699124;6991249;XIWANG FOODSTUFFS A;CN;CNY;0;45102020;51292353;44249;5.26;0.4768;52708684.88;878478264.1;0.06; 0.000045 
144889;9/20/2021;3302;CN40DG;CNE000000BW8;633229;6332291;VISUAL CHINA GROUP CO LTD;CN;CNY;0;40204020;87883314;44343;12.65;0.6185;82271551.31;1371191870;0.06; 0.000077 
144891;9/20/2021;3302;CN80IP;CNE100002RR9;BD5H22;BD5H222;GETEIN BIOTECH;CN;CNY;0;20103010;63169619;298720;18.93;0.6048;64050687.01;1067511498;0.06; 0.000056 
144926;9/20/2021;3302;CN707D;CNE000001GT1;674420;6744205;CHONGQING FULING ELEC. PWR A;CN;CNY;0;65101015;91965802;16305;15.8;0.4836;90155472.78;1502590958;0.06; 0.000081 
144938;9/20/2021;3302;CN1CAM;CNE1000010P7;B45J2L;B45J2L4;ANHUI HUILONG AGRI. MPD. A;CN;CNY;0;55201015;96813744;249471;10.03;0.6297;87823604.19;1463726266;0.06; 0.000085 
144941;9/20/2021;3302;CN0RF5;CNE000000Q94;608959;6089597;CHINA RESOURCES DOUBLE-CRANE P;CN;CNY;0;20103015;114085035;45015;11.46;0.4001;110986633.1;1849777333;0.06; 0.000100 
144966;9/20/2021;3302;CN1A6G;CNE100000SC3;B41858;B418583;SHANDONG YISHENG LIVE & POULTR;CN;CNY;0;45102010;99902248;241498;9.53;0.5883;87842682.4;1464044695;0.06; 0.000088 
144992;9/20/2021;3302;CN0H0G;CNE000000107;619984;6199849;CHONGQING ZONGSHEN PWR. MACHIN;CN;CNY;0;40101025;74320610;44519;7.4;0.6179;78659334.14;1310988782;0.06; 0.000065 
144998;9/20/2021;3302;CN547F;CNE100002318;BXN627;BXN6276;SHANGHAI RUNDA MED.TECH. A';CN;CNY;0;20102010;55777669;283219;10.2;0.6325;54876264.06;914604016.1;0.06; 0.000049 
145018;9/20/2021;3302;CN0HZF;CNE000001LR5;B07VZC;B07VZC2;HUAFU FASHION;CN;CNY;0;55101020;72056542;23847;5.1;0.5724;71934645.52;1198910792;0.06; 0.000063 
145019;9/20/2021;3302;CN54KS;CNE100001740;B521PC;B521PC2;OGAWA SMART HEALTHCARE TECHNO;CN;CNY;0;40203050;83032422;255294;14.68;0.6161;85208850.41;1420147188;0.06; 0.000073 
145028;9/20/2021;3302;CN40RU;CNE1000008K2;B29LC3;B29LC34;SHANGHAI 2345 NETWORK HOLDING;CN;CNY;0;10101015;114456564;147635;2;0.8645;106291108;1771517672;0.06; 0.000101 
145047;9/20/2021;3302;CN1CKW;CNE000001CN3;654597;6545970;SHINVA MEDICAL INSTRUMENT A;CN;CNY;0;20102010;106200926;9910;29.01;0.7123;109454697.4;1824244329;0.06; 0.000093 
145064;9/20/2021;3302;CN0JUC;CNE1000000C6;B1VKX2;B1VKX28;SHENZHEN WOER HTSHRIN. MAT A;CN;CNY;0;10102015;108371648;136982;8.5;0.7355;99416292.77;1656937262;0.06; 0.000095 
145083;9/20/2021;3302;CN0J9R;CNE000001PZ9;B1KL4X;B1KL4X0;XINJIANG TECON ANM BIO-TECH A;CN;CNY;0;45102010;89275429;33389;7.31;0.6139;72974993.22;1216250503;0.06; 0.000078 
145090;9/20/2021;3302;CN0KFY;CNE1000006J8;B23NB0;B23NB06;SHANGHAI HANBELL PRECISE MAC A;CN;CNY;0;50204000;118279020;138618;26.03;0.3868;129251244.5;2154187748;0.06; 0.000104 
145101;9/20/2021;3302;CN1FP4;CNE000000RS2;600847;6008473;SHANGHAI MALING AQUARIUS A;CN;CNY;0;45102020;69672662;45204;7.43;0.6221;64679866.42;1077997958;0.06; 0.000061 
145107;9/20/2021;3302;CN70W2;CNE000000PN7;600393;6003939;BERRY GENOMICS A;CN;CNY;0;20103010;77491109;44923;22.92;0.5032;75450706.36;1257511850;0.06; 0.000068 
145123;9/20/2021;3302;IN02W3;INE483A01010;B236VP;B236VP0;Central Bank IN;IN;INR;0;30101010;174733342;141232;20.75;0.1022;115559725.7;1669938232;0.07; 0.000153 
145166;9/20/2021;3302;IN0AS7;INE692A01016;657963;6579634;Union Bank;IN;INR;0;30101010;367711217;9904;35.45;0.1093;356203982.7;3110951814;0.11; 0.000323 
145233;9/20/2021;3302;IN07EQ;INE103A01014;612153;6121530;Mangalore;IN;INR;0;60101020;117552798;5159;42.9;0.1141;117505528.5;1029846876;0.11; 0.000103 
145239;9/20/2021;3302;IN10CI;INE950I01011;B4YWZT;B4YWZT3;D B CORP;IN;INR;0;40301030;33116152;219016;86.9;0.3535;29155575.21;208254110.8;0.14; 0.000029 
145288;9/20/2021;3302;IN104A;INE002L01015;B3Y50F;B3Y50F6;Satluj Jal Vid;IN;INR;0;65101010;192119718;231544;26.3;0.1323;187291629;1415658572;0.13; 0.000169 
145364;9/20/2021;3302;IN02KR;INE084A01016;609978;6099789;Bank of India;IN;INR;0;30101010;270796244;45214;66.4;0.109;287901778.8;2980349677;0.1; 0.000238 
145394;9/20/2021;3302;IN815J;INE031A01017;BDVJZR;BDVJZR8;HOUSING AND URBAN DEVELOPMENT;IN;INR;0;30201025;58285190;297351;43.05;0.1019;58668472.83;1180452170;0.05; 0.000051 
145598;9/20/2021;3302;TH220E;TH1019010Y00;B4Q5QB;B4Q5QB9;LH FINANCIAL GP.;TH;THB;0;30101010;111509963;251124;1.15;0.5395;98253558.86;755796466.8;0.13; 0.000098 
145616;9/20/2021;3302;TH20U6;TH0233010Z07;B01GKL;B01GKL7;THAI STANLEY ELECTRIC;TH;THB;0;40101025;50194821;24869;169.5;0.4598;52382895.95;402945395.6;0.13; 0.000044 
145628;9/20/2021;3302;TH10JU;TH0981010000;B39L34;B39L349;SYNNEX (THAILAND);TH;THB;0;10102030;55813167;152430;25.75;0.265;60924822.76;676942557.8;0.09; 0.000049 
145630;9/20/2021;3302;TH22KY;TH3437010004;B6ZG0Q;B6ZG0Q0;ASIA AVIATION;TH;THB;0;40501010;392764;261603;2.78;0.5948;418295.2021;418304505.2;0; 0.000000 
145694;9/20/2021;3302;TH50GV;TH0664010Z03;B01KHM;B01KHM9;AEON THANA SINSAP;TH;THB;0;30201020;209433802;5706;198;0.31;215000385.7;1535717052;0.14; 0.000184 
145723;9/20/2021;3302;ID8014;ID1000098007;B00ZNP;B00ZNP0;BANK CIMB NIAGA;ID;IDR;0;30101010;129034952;35121;1010;0.0759;135088152.6;1779817557;0.08; 0.000113 
145755;9/20/2021;3302;ID20SP;ID1000092703;654524;6545248;BANK PAN INDONESIA;ID;IDR;0;30101010;178715480;41349;785;0.1426;187105435.4;1312099828;0.14; 0.000157 
145763;9/20/2021;3302;ID809C;ID1000068406;632887;6328870;INDOFARMA;ID;IDR;0;20103015;59702678;8965;2340;0.12;61022503.54;508520862.8;0.12; 0.000052 
145765;9/20/2021;3302;ID00GB;ID1000094204;658003;6580034;Bank Danamon Indonesia Tbk PT;ID;IDR;0;30101010;114874654;35116;2350;0.0659;105069047.2;1594370973;0.07; 0.000101 
145769;9/20/2021;3302;ID7068;ID1000130404;BHWQMH;BHWQMH5;BANK INA PERDANA;ID;IDR;0;30101010;133748095;273552;4580;0.0821;149082648.1;1815866603;0.08; 0.000117 
145987;9/20/2021;3302;MY24F5;MYL5222OO004;B8L1DR;B8L1DR5;FGV HLDGS;MY;MYR;0;45102010;64850848;261974;1.49;0.2195;71657637.57;1307621124;0.05; 0.000057 
147106;9/20/2021;3302;PL10KV;NL0010391108;B9SKTZ;B9SKTZ2;PHOTON ENERGY;PL;PLN;0;65101010;17387610;269784;8.4;0.1423;18731543.93;131634180.8;0.14; 0.000015 
147131;9/20/2021;3302;PL00IS;PLPCCEX00010;B8FGJ0;B8FGJ01;PCC EXOL;PL;PLN;0;55201020;16047799;263823;3.1;0.1262;18133675.4;139920334.9;0.13; 0.000014 
147180;9/20/2021;3302;B03MQM;TRACLEBI91M5;B03MQM;B03MQM6;CELEBI HAVA SERVISI;TR;TRY;0;50206060;44394389;43801;176.6;0.1009;52077769.99;516132507.3;0.1; 0.000039 
147208;9/20/2021;3302;413337;TRABANVT92A9;B03MPP;B03MPP2;BANVIT;TR;TRY;0;45102010;63258339;24002;66;0.0829;65821094;793981833.6;0.08; 0.000056 
147234;9/20/2021;3302;B03MY0;TRATEKST91N0;B03MY0;B03MY00;ICBC TURKEY BANK ANONIM;TR;TRY;0;30101010;39270605;35522;5.07;0.0716;37547728.85;524409620.8;0.07; 0.000035 
147250;9/20/2021;3302;B13C2G;TRESLEC00014;B13C2G;B13C2G9;SELCUK ECZA DEPOSU TICARET;TR;TRY;0;20103015;56243457;30165;9.12;0.0925;63007523.68;681162418.1;0.09; 0.000049 
147279;9/20/2021;3302;TR503S;TRETUMO00011;B8BSM9;B8BSM91;TUMOSAN MOTOR A;TR;TRY;0;40101025;24578207;264589;17.13;0.1167;27649692.1;236929666.6;0.12; 0.000022 
147299;9/20/2021;3302;412532;TRABRISA91E3;B03MQ6;B03MQ60;BRISA BRIDGESTONE SABANCI;TR;TRY;0;40101015;96921993;35434;21.92;0.1274;102480313.6;804398065.6;0.13; 0.000085 
147307;9/20/2021;3302;TR016R;TREVERS00011;BGHQFS;BGHQFS5;VERUSA HOLDING;TR;TRY;0;30202010;36386937;269717;45.58;0.0959;36800626.15;383739584.4;0.1; 0.000032 
147331;9/20/2021;3302;RU502S;RU0007976957;B5B5C1;B5B5C13;BASHNEFT;RU;RUB;0;60101000;140631882;7046;1445;0.0493;143796745.2;2916769680;0.05; 0.000124 
147347;9/20/2021;3302;EG9025;EGS42111C012;632585;6325859;ALEXANDRIA CONTAINERS;EG;EGP;0;50206060;41210981;39237;8.98;0.05;42605431.8;852108635.9;0.05; 0.000036 
147360;9/20/2021;3302;EG203Z;EGS38201C017;630703;6307039;EGYPTIAN CHEMICAL IND;EG;EGP;0;55201015;21480103;43431;4.75;0.0823;25612498.62;270174036;0.09; 0.000019 
147407;9/20/2021;3302;EG7034;EGS3E181C010;B0Y52Q;B0Y52Q0;EGYPT ALUMINIUM;EG;EGP;0;55102035;52619519;39304;25.78;0.0796;53916808.68;677346842.7;0.08; 0.000046 
147413;9/20/2021;3302;EG5043;EGS673Y1C015;BVW29L;BVW29L4;EMAAR MISR FOR DEVELOPMENT;EG;EGP;0;35101010;93827138;281356;2.45;0.1303;92097846.62;706813865.1;0.13; 0.000082 
147416;9/20/2021;3302;PH1029;PHY689911352;B1FHVG;B1FHVG5;PHILEX MINING;PH;PHP;0;55103025;44264616;47068;5.5;0.4383;49155640.22;546173792.8;0.09; 0.000039 
147519;9/20/2021;3302;MX403Q;MX01VO000009;BDZDPH;BDZDPH6;CONTROLADORA VUELA;MX;MXN;0;40501010;276782942;268503;40.2;1;259483360.1;2162361334;0.12; 0.000243 
147549;9/20/2021;3302;CZ101D;CZ0009008942;BMYGDM;BMYGDM0;EHC CZUB SE CZECH REPUBLIC;CZ;CZK;0;50201020;89737789;330300;473;0.1216;90130329.62;741203368.6;0.12; 0.000079 
141623;6/21/2021;2641;IN05FP;INE669E01016;B1MP4H;B1MP4H4;Vodafone Idea;IN;INR;0;15102015;245220857;74760;8.67;0.4307;213326116;3430563210;0.06; 0.000173 
141685;6/21/2021;2641;IN0AS7;INE692A01016;657963;6579634;Union Bank;IN;INR;0;30101010;375614359;9904;34.7;0.1093;334597788.6;3061278944;0.11; 0.000265 
141760;6/21/2021;2641;IN815J;INE031A01017;BDVJZR;BDVJZR8;HOUSING AND URBAN DEVELOPMENT;IN;INR;0;30201025;140662447;297351;49.45;0.1019;138903152.9;1363132020;0.1; 0.000099 
141766;6/21/2021;2641;IN02KR;INE084A01016;609978;6099789;Bank of India;IN;INR;0;30101010;380768118;45214;77.15;0.109;379452969.1;3481219900;0.11; 0.000269 
141852;6/21/2021;2641;CN0KFY;CNE1000006J8;B23NB0;B23NB06;SHANGHAI HANBELL PRECISE MAC A;CN;CNY;0;50204000;125288463;138618;26.2;0.3868;132194760.6;2203246358;0.06; 0.000088 
141864;6/21/2021;2641;CN139C;CNE100000VR5;B41MPQ;B41MPQ3;JIANGSU TONGDING OPTIC ELECT A;CN;CNY;0;50202010;45918310;242877;3.84;0.6206;45295718.66;754928891.5;0.06; 0.000032 
141881;6/21/2021;2641;CN0EXA;CNE000000XP6;612908;6129084;ANHUI ZHONGDING SEALING PART A;CN;CNY;0;50206015;133019587;37112;11.82;0.5802;136122649.6;2268711185;0.06; 0.000094 
141886;6/21/2021;2641;CN547F;CNE100002318;BXN627;BXN6276;SHANGHAI RUNDA MED.TECH. A';CN;CNY;0;20102010;58200938;283219;11.14;0.6325;60900550.52;1015008748;0.06; 0.000041 
141897;6/21/2021;2641;CN54KS;CNE100001740;B521PC;B521PC2;OGAWA SMART HEALTHCARE TECHNO;CN;CNY;0;40203050;119537840;255294;17.27;0.612;101463626;1679807094;0.06; 0.000084 
141898;6/21/2021;2641;CN0HZF;CNE000001LR5;B07VZC;B07VZC2;HUAFU FASHION;CN;CNY;0;55101020;70586692;23847;5.18;0.5724;74242070.91;1237367883;0.06; 0.000050 
141902;6/21/2021;2641;CN0H0G;CNE000000107;619984;6199849;CHONGQING ZONGSHEN PWR. MACHIN;CN;CNY;0;40101025;79209005;44519;6.95;0.6179;75068154.08;1251135787;0.06; 0.000056 
141930;6/21/2021;2641;CN1CKW;CNE000001CN3;654597;6545970;SHINVA MEDICAL INSTRUMENT A;CN;CNY;0;20102010;69496794;9910;20.52;0.7123;78671316.63;1311188159;0.06; 0.000049 
141945;6/21/2021;2641;CN0HFV;CNE100000NL5;B5VJVH;B5VJVH4;BEIJING EGOVA CL.A;CN;CNY;0;10101015;53846955;230989;10.720001;1;48690457.94;811507632.4;0.06; 0.000038 
141951;6/21/2021;2641;CN0J9R;CNE000001PZ9;B1KL4X;B1KL4X0;XINJIANG TECON ANM BIO-TECH A;CN;CNY;0;45102010;83377922;33389;9.38;0.6138;95147577.85;1585534822;0.06; 0.000059 
141953;6/21/2021;2641;CN55BK;CNE1000005X1;B238RW;B238RW5;CNNC HUA YUAN TITANIUM DIOXIDE;CN;CNY;0;55201020;238617532;138406;12.84;0.5652;248743378.6;4145723466;0.06; 0.000168 
141987;6/21/2021;2641;CN1FP4;CNE000000RS2;600847;6008473;SHANGHAI MALING AQUARIUS A;CN;CNY;0;45102020;71042712;45204;8.87;0.6221;78461445.8;1307690987;0.06; 0.000050 
141989;6/21/2021;2641;CN70W2;CNE000000PN7;600393;6003939;BERRY GENOMICS A;CN;CNY;0;20103010;98647756;44923;34.4;0.5032;115069336.9;1917822024;0.06; 0.000070 
142008;6/21/2021;2641;CN1ZDC;CNE100004BN8;BMY7X2;BMY7X23;SHANGHAIFUDAN- ZHANGJIANG BIO-PH;CN;CNY;0;20103010;121056301;326812;20.580002;1;136475889.3;2274598155;0.06; 0.000085 
142016;6/21/2021;2641;CN51Y3;CNE1000016L3;B6RNQM;B6RNQM7;GUANGDONG DONGFANG PRECNSCTC A;CN;CNY;0;50204000;67427064;255124;4.37;0.7369;63677067.36;1061572235;0.06; 0.000048 
142027;6/21/2021;2641;CN53FM;CNE1000019L7;B6X4T2;B6X4T25;GLOBAL TOP E-COMMERCE;CN;CNY;0;40401010;35107919;258706;2.04;0.659;29982244.48;499704299.6;0.06; 0.000025 
142032;6/21/2021;2641;CN1D0D;CNE000001CG7;654505;6545055;TONGLING JINGDA SPC. MAGNET A;CN;CNY;0;50202010;117596308;9795;5.72;0.682;103674031.8;1727901308;0.06; 0.000083 
142038;6/21/2021;2641;CN81OW;CNE100002WL2;BF0PQN;BF0PQN4;ANHUI TRANSPORT CNSL.&. DSGN;CN;CNY;0;50101015;35995861;299024;8.69;0.5137;37260587.62;621009732.8;0.06; 0.000025 
142046;6/21/2021;2641;CN1ITB;CNE1000013N6;B45DN6;B45DN68;JIANGSU SHUANGXING A;CN;CNY;0;50203015;214121625;251705;15.58;0.5759;169935899.1;2832263742;0.06; 0.000151 
142078;6/21/2021;2641;CN21PR;CNE100000G11;B4LCXD;B4LCXD6;ANHUI SINONET & XINLONG A;CN;CNY;0;10102015;48220742;214886;7.04;0.7019;45922333.11;765371882.1;0.06; 0.000034 
142086;6/21/2021;2641;CN0IO5;CNE100000ZB0;B64H1F;B64H1F0;BUSINESS- INTELLIGENCE OF ORNTL.N;CN;CNY;0;10101015;117445991;247744;9.5900002;1;95546817.17;1592446953;0.06; 0.000083 
142089;6/21/2021;2641;CN1B8J;CNE100000WF8;B58NHQ;B58NHQ0;SICHUAN YAHUA INDUSTRIAL A;CN;CNY;0;55201020;248660746;243273;24.54;0.8782;262051741.2;4355129015;0.06; 0.000175 
142111;6/21/2021;2641;CN0AJS;CNE0000009F2;635604;6356042;ZHONGFU STRAITS PINGTAN DEV A;CN;CNY;0;55101010;57322872;44032;3.95;0.766;71979737.44;1199662011;0.06; 0.000041 
142140;6/21/2021;2641;CN40RU;CNE1000008K2;B29LC3;B29LC34;SHANGHAI 2345 NETWORK HOLDING;CN;CNY;0;10101015;113605101;147635;2.02;0.8645;109086403.8;1818106205;0.06; 0.000080 
142151;6/21/2021;2641;CN914D;CNE100003F35;BGYDCP;BGYDCP5;CHINA BESTER GROUP TELECOM;CN;CNY;0;15102015;39964893;313398;12.2;0.7213;38870759.36;647846313;0.06; 0.000028 
142177;6/21/2021;2641;CN26W3;CNE100001047;B4XNW5;B4XNW52;SUZHOU CHUNXING PRECN. MECH.A;CN;CNY;0;50202010;51360916;249197;3.64;0.6145;38733601.05;645559739.9;0.06; 0.000036 
142180;6/21/2021;2641;CN1A6G;CNE100000SC3;B41858;B418583;SHANDONG YISHENG LIVE & POULTR;CN;CNY;0;45102010;92548558;241498;9.79;0.5882;91612494.97;1526615681;0.06; 0.000065 
142192;6/21/2021;2641;CN0NL7;CNE100000FV0;B41N8M;B41N8M3;LUOLAI LIFESTYLE TECHNOLOGY A;CN;CNY;0;40204020;102164321;214599;14.14;0.5416;111498355.7;1839960106;0.06; 0.000072 
142234;6/21/2021;2641;CN707D;CNE000001GT1;674420;6744205;CHONGQING FULING ELEC. PWR A;CN;CNY;0;65101015;82303703;16305;14.54;0.4836;84304702.65;1405078139;0.06; 0.000058 
142259;6/21/2021;2641;CN0RF5;CNE000000Q94;608959;6089597;CHINA RESOURCES DOUBLE-CRANE P;CN;CNY;0;20103015;113185055;45015;12.08;0.4001;118879064.7;1981317869;0.06; 0.000080 
142306;6/21/2021;2641;CN1CAM;CNE1000010P7;B45J2L;B45J2L4;ANHUI HUILONG AGRI. MPD. A;CN;CNY;0;55201015;97240218;249471;11.07;0.6134;96813475.29;1571789697;0.06; 0.000069 
142325;6/21/2021;2641;CN662D;CNE100002656;BDB5JT;BDB5JT6;TONGYU COMM.;CN;CNY;0;15101010;52724855;289193;17.3;0.3688;55133125.21;918885447.2;0.06; 0.000037 
142349;6/21/2021;2641;CN0JUC;CNE1000000C6;B1VKX2;B1VKX28;SHENZHEN WOER HTSHRIN. MAT A;CN;CNY;0;10102015;77031249;136982;6.89;0.7195;83642429.02;1363715372;0.06; 0.000054 
142377;6/21/2021;2641;CN53Y5;CNE100001W51;BQYZ0V;BQYZ0V3;CHINA DESIGN GROUP;CN;CNY;0;50101015;51150975;278665;10.32;1;54241741.95;904029032.6;0.06; 0.000036 
142397;6/21/2021;2641;CN1GL1;CNE000000008;699124;6991249;XIWANG FOODSTUFFS A;CN;CNY;0;45102020;58956120;44249;5.66;0.4768;57632207.34;960536988.9;0.06; 0.000042 
142402;6/21/2021;2641;CN80IP;CNE100002RR9;BD5H22;BD5H222;GETEIN BIOTECH;CN;CNY;0;20103010;76069494;298720;31.54;0.6048;77456705.73;1290945736;0.06; 0.000054 
