,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,exchange,ICB,Mcap_Units_Index_Currency,InfoCode,closePrice_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Weight
159185,2022-09-19,3329,TH10JU,TH0981010000,B39L34,SYNNEX (THAILAND),TH,THB,0,10102030,33011859,152430.0,20.8,0.265,0.265,0.270566,34658128.43709319,483377033.0664369,0.07,3.54e-05
159210,2022-09-19,3329,TH229N,TH0616010Z03,B09C9S,EASTERN WATER RESOURCES,TH,THB,0,65102030,22394674,45058.0,6.45,0.4108,0.4108,0.187926,22720228.798507173,294303478.79617083,0.08,2.4e-05
159240,2022-09-19,3329,TH215I,TH0308010Y08,B99J5K,AP THAILAND,TH,THB,0,35101010,45866303,26259.0,10.0,0.787,0.787,0.0678526,46072329.27248343,862777763.1280699,0.05,4.92e-05
159242,2022-09-19,3329,TH901K,TH0564B10Z00,BM909F,NOBLE DEVELOPMENT,TH,THB,0,35101010,14608760,45101.0,4.92,0.9124,0.916,0.0886463,15004098.348287914,184779511.73237914,0.08,1.57e-05
159264,2022-09-19,3329,TH80CU,TH6820010002,BYMFLT,THAI WAH,TH,THB,0,45102020,11412564,285566.0,5.65,0.7985,0.7985,0.1112085,12114508.783792568,136424668.05413386,0.09,1.23e-05
159304,2022-09-19,3329,TH22LZ,TH0171B10Z05,679179,KGI SECURITIES,TH,THB,0,30202015,37606572,35054.0,4.98,0.6503,0.6503,0.2156734,38153243.99791305,272032711.9399016,0.14,4.04e-05
159458,2022-09-19,3329,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,65129533,281356.0,2.69,0.1126,0.1126,1.0,71416822.89609742,634252423.588787,0.11,6.99e-05
159460,2022-09-19,3329,EG11B7,EGS21171C011,B0X46V,ZAHRAA MAADI INV.& DEV.,EG,EGP,0,35101010,19902342,8493.0,15.19,0.0792,0.1031,1.0,21522637.47237117,208754970.63405594,0.1,2.14e-05
159470,2022-09-19,3329,EG7034,EGS3E181C010,B0Y52Q,EGYPT ALUMINIUM,EG,EGP,0,55102035,32818280,39304.0,17.32,0.0796,0.0796,1.0,29604656.93651202,371917800.70995,0.08,3.52e-05
159483,2022-09-19,3329,EG8035,EGS691D1C018,B1VR8V,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,0,30202015,19543109,73190.0,4.39,0.1,0.0893,1.0,20407561.013215695,228528118.84899992,0.09,2.1e-05
159512,2022-09-19,3329,EG8013,EGS39061C014,BWSW8F,MISR FRETILIZERS,EG,EGP,0,55201015,163394085,281849.0,115.0,0.1309,0.1309,1.0,179543780.3938674,1371610239.83092,0.13,0.000175418
159518,2022-09-19,3329,EG203Z,EGS38201C017,630703,EGYPTIAN CHEMICAL IND,EG,EGP,0,55201015,21769516,43431.0,3.78,0.0998,0.0998,1.0,23302049.64461092,233487471.38888696,0.1,2.34e-05
159522,2022-09-19,3329,EG9025,EGS42111C012,632585,ALEXANDRIA CONTAINERS,EG,EGP,0,50206060,36898838,39237.0,9.97,0.05,0.05,1.0,38659361.096212886,773187221.9242576,0.05,3.96e-05
159595,2022-09-19,3329,PL00IS,PLPCCEX00010,B8FGJ0,PCC EXOL,PL,PLN,0,55201020,15648248,263823.0,2.81,0.1296,0.1323,1.0,13743732.617300896,103883088.56614433,0.13,1.68e-05
159618,2022-09-19,3329,PL902L,PLATAL000046,BYV708,ATAL,PL,PLN,0,35101010,32989331,284512.0,30.4,0.1756,0.1368,1.0,34311078.287172005,250811975.78342107,0.14,3.54e-05
159619,2022-09-19,3329,716083,PLZAPUL00057,716083,PULAWY,PL,PLN,0,55201015,10977780,28282.0,67.0,0.0402,0.0402,1.0,10971726.048741331,272928508.6751575,0.04,1.18e-05
159711,2022-09-19,3329,ID80BE,ID1000086101,645432,INDORAMA SYNTHETICS,ID,IDR,0,40204020,24948316,35936.0,7550.0,0.0962,0.0751,1.0,24996368.799517322,332841129.1546914,0.08,2.68e-05
159721,2022-09-19,3329,ID8014,ID1000098007,B00ZNP,BANK CIMB NIAGA,ID,IDR,0,30101010,143347795,35121.0,1135.0,0.0759,0.0759,1.0,145860161.40476754,1921741256.9798098,0.08,0.000153897
159731,2022-09-19,3329,ID00GB,ID1000094204,658003,Bank Danamon Indonesia Tbk PT,ID,IDR,0,30101010,115004094,35116.0,2640.0,0.0659,0.0659,1.0,113411161.43024494,1720958443.5545514,0.07,0.000123467
159753,2022-09-19,3329,ID12WU,ID1000095508,B055M5,BRI AGRONIAGA,ID,IDR,0,30101010,127245457,216285.0,705.0,0.1745,0.1342,1.0,143612812.1407111,1070140179.8860737,0.13,0.00013661
159776,2022-09-19,3329,PH04PZ,PHY2518H1143,B0XNCB,First Gen Corp,PH,PHP,0,65101015,133250267,28996.0,18.5,0.1226,0.1226,1.0,145884782.15266457,1189924813.6432674,0.12,0.000143056
159783,2022-09-19,3329,PH108F,PHY3004J1017,BLR6CW,DITO CME HOLDINGS,PH,PHP,0,15102015,119582757,36042.0,3.78,0.139,0.139,1.0,131320171.11167453,944749432.4580901,0.14,0.000128383
159804,2022-09-19,3329,MY22UI,MYL5200OO000,B41LHL,UOA DEVELOPMENT,MY,MYR,0,35101010,110186864,251799.0,1.72,0.1256,0.1239,1.0,110832076.16203421,894528459.7420033,0.12,0.000118296
159835,2022-09-19,3329,MY24F5,MYL5222OO004,B8L1DR,FGV HLDGS,MY,MYR,0,45102010,47550140,261974.0,1.52,0.0409,0.0409,1.0,50675408.56714154,1239007544.4288886,0.04,5.1e-05
160632,2022-09-19,3329,SA238F,SA121053DR18,B2QG18,SAUDI MOBILE TELECOM,SA,SAR,0,15102015,325186766,150009.0,11.58,0.6295,0.6295,0.1899126,330990919.21750873,2768640484.1792526,0.12,0.000349118
160959,2022-12-19,3239,TW501V,TW0002634003,B6TJTG,AEROSPACE INDV.,TW,TWD,0,50201020,105424852,277753.0,33.4,0.6482,0.6482,0.1542734,101789054.97113624,1017890367.7125646,0.1,0.000110669
160997,2022-12-19,3239,TH10JU,TH0981010000,B39L34,SYNNEX (THAILAND),TH,THB,0,10102030,34806413,152430.0,17.8,0.265,0.265,0.3396448,38496047.055571824,427705950.7358789,0.09,3.65e-05
161032,2022-12-19,3239,TH22R5,TH8335010006,BFDB6T,HUMANICA,TH,THB,0,50205025,27086507,302531.0,11.1,0.6158,0.487,0.2030801,27003325.83873001,273036637.6472322,0.1,2.84e-05
161038,2022-12-19,3239,TH901K,TH0564B10Z00,BM909F,NOBLE DEVELOPMENT,TH,THB,0,35101010,16619105,45101.0,4.92,0.916,0.916,0.0896288,15685540.35395814,191054129.381211,0.08,1.74e-05
161039,2022-12-19,3239,TH215I,TH0308010Y08,B99J5K,AP THAILAND,TH,THB,0,35101010,78362338,26259.0,10.1,0.787,0.787,0.0975858,69196525.76047163,900996140.5724813,0.08,8.23e-05
161082,2022-12-19,3239,TH229N,TH0616010Z03,B09C9S,EASTERN WATER RESOURCES,TH,THB,0,65102030,19454739,45058.0,5.5,0.4108,0.4108,0.1888997,20135512.4687558,259478264.2972342,0.08,2.04e-05
161144,2022-12-19,3239,TH22LZ,TH0171B10Z05,679179,KGI SECURITIES,TH,THB,0,30202015,38807551,35054.0,4.84,0.6503,0.6503,0.2156734,38339822.90359101,273363019.93953407,0.14,4.07e-05
161472,2022-12-19,3239,KR703L,KR7007700008,622365,F&F Holdings,KR,KRW,0,40204020,113272753,25902.0,28550.0,0.1198,0.1198,1.0,101438463.79094115,846731751.1764703,0.12,0.000118907
162119,2022-12-19,3239,IN104A,INE002L01015,B3Y50F,Satluj Jal Vid,IN,INR,0,65101010,233848679,231544.0,39.9,0.1323,0.1323,1.0,254734098.87498912,1925427807.0671892,0.13,0.00024548
162176,2022-12-19,3239,IN07EQ,INE103A01014,612153,Mangalore,IN,INR,0,60101020,148939908,5159.0,58.85,0.1141,0.1141,1.0,144510380.56340432,1266523931.3181798,0.11,0.000156348
162189,2022-12-19,3239,IN10CI,INE950I01011,B4YWZT,D B CORP,IN,INR,0,40301030,37447331,219016.0,116.25,0.3614,0.3546,0.3999145,35842384.66924472,252749912.69686148,0.14,3.93e-05
162222,2022-12-19,3239,IN80JW,INE470Y01017,BZ7M4G,NEW INDIA ASSURANCE,IN,INR,0,30302025,157502423,301840.0,108.9,0.0589,0.0589,1.0,129803024.14181468,2203786487.97648,0.06,0.000165336
162251,2022-12-19,3239,IN02KR,INE084A01016,609978,Bank of India,IN,INR,0,30101010,515027771,45214.0,82.25,0.1155,0.1154,1.0,478285896.22607505,4144591821.7164216,0.12,0.000540645
162357,2022-12-19,3239,IN815J,INE031A01017,BDVJZR,HOUSING AND URBAN DEVELOPMENT,IN,INR,0,30201025,173922170,297351.0,53.25,0.1241,0.1241,1.0,162449433.80888733,1309020417.4769325,0.12,0.000182573
162392,2022-12-19,3239,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,262932101,141232.0,24.55,0.0692,0.0692,1.0,181095953.30626467,2616993544.888218,0.07,0.00027601
162403,2022-12-19,3239,SA238F,SA121053DR18,B2QG18,SAUDI MOBILE TELECOM,SA,SAR,0,15102015,289065013,150009.0,11.18,0.6295,0.6295,0.1899126,319536346.0866956,2672826390.626672,0.12,0.000303443
162918,2022-12-19,3239,TR206S,TRAPKENT91K5,B03MX0,PETROKENT TURIZM,TR,TRY,0,40501025,22507943,24036.0,170.0,0.1015,0.1015,1.0,23091472.632117663,227502193.41987842,0.1,2.36e-05
162980,2022-12-19,3239,B03MY0,TRATEKST91N0,B03MY0,ICBC TURKEY BANK ANONIM,TR,TRY,0,30101010,36385265,35522.0,8.94,0.0716,0.0716,1.0,29605979.147395577,413491328.8742399,0.07,3.82e-05
163006,2022-12-19,3239,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,114847022,35434.0,55.0,0.1274,0.1274,1.0,114981714.92308903,902525234.87511,0.13,0.000120559
163044,2022-12-19,3239,TR20QC,TREINVS00029,BN95D5,INVESTCO HOLDING A S,TR,TRY,0,30202000,84889292,352728.0,82.0,0.1001,0.1001,1.0,82771273.74515998,826885851.5999999,0.1,8.91e-05
163053,2022-12-19,3239,TR20J5,TREULET00014,BSP5SN,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,0,50202010,47909881,279516.0,180.0,0.0631,0.0631,1.0,48867743.752703995,774449187.8399999,0.06,5.03e-05
163075,2022-12-19,3239,413337,TRABANVT92A9,B03MPP,BANVIT,TR,TRY,0,45102010,42683561,24002.0,91.25,0.0829,0.0829,1.0,40693048.91576883,490869106.34220546,0.08,4.48e-05
163106,2022-12-19,3239,TR20K6,TREDAPG00032,BMCH8C,DAP GAYRIMENKUL GELISTIRME,TR,TRY,0,50101010,78310835,352618.0,66.65,0.1001,0.1001,1.0,71762021.3998688,716903310.6880001,0.1,8.22e-05
163111,2022-12-19,3239,B03MQM,TRACLEBI91M5,B03MQM,CELEBI HAVA SERVISI,TR,TRY,0,50206060,100299215,43801.0,653.4,0.1009,0.1009,1.0,86160261.13233769,853917355.1272318,0.1,0.000105288
163159,2022-12-19,3239,ID8014,ID1000098007,B00ZNP,BANK CIMB NIAGA,ID,IDR,0,30101010,146724051,35121.0,1165.0,0.0759,0.0759,1.0,141176597.89715552,1860034227.8940122,0.08,0.000154022
163164,2022-12-19,3239,ID00GB,ID1000094204,658003,Bank Danamon Indonesia Tbk PT,ID,IDR,0,30101010,116895324,35116.0,3020.0,0.0659,0.0659,1.0,122336139.74614504,1856390587.9536424,0.07,0.00012271
163192,2022-12-19,3239,ID12WU,ID1000095508,B055M5,BRI AGRONIAGA,ID,IDR,0,30101010,85665425,216285.0,476.0,0.1342,0.1342,1.0,91433844.41522281,681325219.1894397,0.13,8.99e-05
163336,2022-12-19,3239,MY24F5,MYL5222OO004,B8L1DR,FGV HLDGS,MY,MYR,0,45102010,44505000,261974.0,1.35,0.0409,0.0409,1.0,45290962.005510256,1107358484.2423046,0.04,4.67e-05
163501,2022-12-19,3239,716083,PLZAPUL00057,716083,PULAWY,PL,PLN,0,55201015,12656340,28282.0,73.0,0.0402,0.0402,1.0,12355998.05711167,307363135.7490465,0.04,1.33e-05
163520,2022-12-19,3239,PL00IS,PLPCCEX00010,B8FGJ0,PCC EXOL,PL,PLN,0,55201020,16051870,263823.0,3.155,0.1323,0.1297,1.0,15695824.111712476,121016377.11420567,0.13,1.69e-05
163588,2022-12-19,3239,EW048,PLTRKPL00014,B2QKZ4,TRAKCJA PRKII,PL,PLN,0,50101010,11584588,152690.0,1.596,0.3738,0.0961,1.0,2920658.576433502,30391868.641347576,0.1,1.22e-05
163767,2022-12-19,3239,PH108F,PHY3004J1017,BLR6CW,DITO CME HOLDINGS,PH,PHP,0,15102015,97490577,36042.0,3.06,0.139,0.139,1.0,105545918.17052013,759323152.3059001,0.14,0.00010234
163773,2022-12-19,3239,PH04PZ,PHY2518H1143,B0XNCB,First Gen Corp,PH,PHP,0,65101015,131655456,28996.0,16.6,0.1226,0.1226,1.0,129965094.38417639,1060074179.3162837,0.12,0.000138204
163787,2022-12-19,3239,MX509X,MX01BA1D0003,B1FJ6T,INDUSTRIAS BACHOCO,MX,MXN,0,45102020,308005916,43287.0,82.64,0.1232,0.1232,1.0,315314488.3961319,2559370847.3712,0.12,0.000323326
163820,2022-12-19,3239,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,66073447,281356.0,2.74,0.1126,0.1126,1.0,56921191.54333078,505516798.78624135,0.11,6.94e-05
163835,2022-12-19,3239,EG8035,EGS691D1C018,B1VR8V,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,0,30202015,19876352,73190.0,5.4,0.0893,0.0845,1.0,18586634.86017,219960175.85999998,0.08,2.09e-05
163852,2022-12-19,3239,EG20LH,EGS65851C015,665199,SIX OF OCT.DEV.& INV.,EG,EGP,0,35101010,32740552,39231.0,12.91,0.1447,0.1447,1.0,27104149.109302953,187312709.80858988,0.14,3.44e-05
163854,2022-12-19,3239,EG7034,EGS3E181C010,B0Y52Q,EGYPT ALUMINIUM,EG,EGP,0,55102035,38444932,39304.0,28.58,0.0796,0.0796,1.0,38225180.38135137,480215833.93657494,0.08,4.04e-05
163859,2022-12-19,3239,EG302Z,EGS60241C014,629890,EXPORT DEV.BK.OF EGYPT,EG,EGP,0,30202000,24462712,43428.0,10.89,0.1456,0.0992,1.0,14405072.962608296,145212429.05855137,0.1,2.57e-05
163869,2022-12-19,3239,EG9025,EGS42111C012,632585,ALEXANDRIA CONTAINERS,EG,EGP,0,50206060,73930496,39237.0,15.82,0.05,0.0652,1.0,62591989.88264023,959999844.8257705,0.07,7.76e-05
163871,2022-12-19,3239,EG203Z,EGS38201C017,630703,EGYPTIAN CHEMICAL IND,EG,EGP,0,55201015,28526465,43431.0,5.7,0.0998,0.0998,1.0,27494913.198797464,275500132.2524796,0.1,2.99e-05
164758,2023-03-20,3300,KR703L,KR7007700008,622365,F&F Holdings,KR,KRW,0,40204020,82980559,25902.0,25800.0,0.1198,0.1198,1.0,91362783.22314641,762627572.8142438,0.12,8.7e-05
164823,2023-03-20,3300,TH228M,TH0577C10Z04,B73F0X,SANSIRI,TH,THB,0,35101010,109722711,43220.0,1.91,0.9353,0.9376,0.1540102,115989440.07266983,803251172.9589516,0.14,0.000114974
164876,2023-03-20,3300,TH901K,TH0564B10Z00,BM909F,NOBLE DEVELOPMENT,TH,THB,0,35101010,14907066,45101.0,5.15,0.916,0.916,0.0827511,15126218.782119526,199554317.48689595,0.08,1.56e-05
164877,2023-03-20,3300,TH215I,TH0308010Y08,B99J5K,AP THAILAND,TH,THB,0,35101010,76563906,26259.0,12.4,0.787,0.787,0.0879288,76382117.5129054,1103788374.0350502,0.07,8.02e-05
164879,2023-03-20,3300,TH22R5,TH8335010006,BFDB6T,HUMANICA,TH,THB,0,50205025,31916765,302531.0,12.2,0.487,0.487,0.2203285,32130685.511076342,299447266.0740475,0.11,3.34e-05
164900,2023-03-20,3300,TH10JU,TH0981010000,B39L34,SYNNEX (THAILAND),TH,THB,0,10102030,33082112,152430.0,16.1,0.265,0.265,0.3396448,34744381.387256645,386023496.19207776,0.09,3.47e-05
164929,2023-03-20,3300,TH219M,TH0371010Z05,655469,SUPALAI,TH,THB,0,35101010,176976760,26911.0,22.8,0.6537,0.6537,0.2140125,176273089.65463227,1259993751.818818,0.14,0.000185446
164940,2023-03-20,3300,TH20U6,TH0233010Z07,B01GKL,THAI STANLEY ELECTRIC,TH,THB,0,40101025,53194470,24869.0,180.0,0.4593,0.4593,0.2905421,52079618.693878755,390267403.67475,0.13,5.57e-05
164942,2023-03-20,3300,TH50GV,TH0664010Z03,B01KHM,AEON THANA SINSAP,TH,THB,0,30201020,187128251,5706.0,202.0,0.3688,0.3688,0.3763557,198335326.28008583,1428929047.3500001,0.14,0.000196084
164952,2023-03-20,3300,TH229N,TH0616010Z03,B09C9S,EASTERN WATER RESOURCES,TH,THB,0,65102030,22267544,45058.0,5.1,0.4108,0.4108,0.223223,22016101.54232933,240088326.3422834,0.09,2.33e-05
164967,2023-03-20,3300,TH22LZ,TH0171B10Z05,679179,KGI SECURITIES,TH,THB,0,30202015,40936447,35054.0,5.1,0.6503,0.6503,0.2156734,40312291.92178283,287426728.29066426,0.14,4.29e-05
165203,2023-03-20,3300,TR20K6,TREDAPG00032,BMCH8C,DAP GAYRIMENKUL GELISTIRME,TR,TRY,0,50101010,52906708,352618.0,54.05,0.1001,0.1001,1.0,57316639.8480676,572593804.676,0.1,5.54e-05
165261,2023-03-20,3300,B03MY0,TRATEKST91N0,B03MY0,ICBC TURKEY BANK ANONIM,TR,TRY,0,30101010,22506447,35522.0,7.97,0.0716,0.0716,1.0,25995055.30530371,363059431.63832,0.07,2.36e-05
165305,2023-03-20,3300,TR20J5,TREULET00014,BSP5SN,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,0,50202010,44706641,279516.0,369.2,0.0631,0.0631,1.0,98719282.31275137,1564489418.5856001,0.06,4.68e-05
165353,2023-03-20,3300,413337,TRABANVT92A9,B03MPP,BANVIT,TR,TRY,0,45102010,34036151,24002.0,83.5,0.0829,0.0829,1.0,36674512.2813554,442394599.29258627,0.08,3.57e-05
165385,2023-03-20,3300,B03MQM,TRACLEBI91M5,B03MQM,CELEBI HAVA SERVISI,TR,TRY,0,50206060,70365859,43801.0,525.0,0.1009,0.1009,1.0,68183249.3276823,675750736.647,0.1,7.37e-05
165396,2023-03-20,3300,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,106303999,35434.0,58.7,0.1274,0.1274,1.0,120863372.32140145,948692090.4348621,0.13,0.000111391
165410,2023-03-20,3300,TR20QC,TREINVS00029,BN95D5,INVESTCO HOLDING A S,TR,TRY,0,30202000,125357313,352728.0,125.5,0.1001,0.1001,1.0,124767084.31312126,1246424418.7125,0.1,0.000131357
165453,2023-03-20,3300,EG5043,EGS673Y1C015,BVW29L,EMAAR MISR FOR DEVELOPMENT,EG,EGP,0,35101010,45058602,281356.0,3.15,0.1126,0.1126,1.0,52449233.884785,465801366.6499555,0.11,4.72e-05
165456,2023-03-20,3300,EG302Z,EGS60241C014,629890,EXPORT DEV.BK.OF EGYPT,EG,EGP,0,30202000,19131887,43428.0,12.93,0.0992,0.0992,1.0,22083751.746579383,222618465.18729216,0.1,2e-05
165461,2023-03-20,3300,EG7034,EGS3E181C010,B0Y52Q,EGYPT ALUMINIUM,EG,EGP,0,55102035,34428975,39304.0,34.64,0.0796,0.0796,1.0,37133884.10541349,466506081.72630006,0.08,3.61e-05
165471,2023-03-20,3300,EG20LH,EGS65851C015,665199,SIX OF OCT.DEV.& INV.,EG,EGP,0,35101010,20866934,39231.0,14.75,0.1447,0.1447,1.0,24820283.124492154,171529254.48854288,0.14,2.19e-05
165474,2023-03-20,3300,EG9025,EGS42111C012,632585,ALEXANDRIA CONTAINERS,EG,EGP,0,50206060,50326341,39237.0,17.82,0.0652,0.0652,1.0,56509980.10272664,866717486.2381387,0.07,5.27e-05
165477,2023-03-20,3300,EG203Z,EGS38201C017,630703,EGYPTIAN CHEMICAL IND,EG,EGP,0,55201015,21707859,43431.0,6.79,0.0998,0.0997,1.0,26225094.62353084,263040066.43461224,0.1,2.27e-05
165485,2023-03-20,3300,EG8035,EGS691D1C018,B1VR8V,C I CAPITAL HLDG FOR FIN. INV,EG,EGP,0,30202015,11732054,73190.0,5.6,0.0845,0.0795,1.0,14534852.514840001,182828333.52,0.08,1.23e-05
165751,2023-03-20,3300,TW501V,TW0002634003,B6TJTG,AEROSPACE INDV.,TW,TWD,0,50201020,126220923,277753.0,38.5,0.6482,0.6482,0.1542734,119010498.76080641,1190104774.8173304,0.1,0.000132262
166187,2023-03-20,3300,AE21TK,AED000701014,B0VR4L,DANA GAS,AE,AED,0,60101000,175384693,154173.0,0.79,0.8,0.8,0.1502638,180875659.24964836,1504650980.88868,0.12,0.000183778
166364,2023-03-20,3300,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,164593898,5162.0,233.95,0.1,0.1,1.0,183122844.0460141,1831228440.460141,0.1,0.000172471
166483,2023-03-20,3300,IN104A,INE002L01015,B3Y50F,Satluj Jal Vid,IN,INR,0,65101010,194094551,231544.0,31.15,0.1323,0.1323,1.0,195909138.73074266,1480794699.400927,0.13,0.000203383
166643,2023-03-20,3300,IN815J,INE031A01017,BDVJZR,HOUSING AND URBAN DEVELOPMENT,IN,INR,0,30201025,133512946,297351.0,43.5,0.1241,0.1241,1.0,130728507.5439757,1053412631.297145,0.12,0.000139903
166646,2023-03-20,3300,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,174393995,141232.0,25.9,0.0692,0.0692,1.0,188208602.399053,2719777491.315795,0.07,0.00018274
166676,2023-03-20,3300,IN07EQ,INE103A01014,612153,Mangalore,IN,INR,0,60101020,136480610,5159.0,49.9,0.1141,0.1142,1.0,120813659.33605903,1057912953.905946,0.11,0.000143012
166679,2023-03-20,3300,IN10CI,INE950I01011,B4YWZT,D B CORP,IN,INR,0,40301030,29958380,219016.0,93.6,0.3546,0.3573,0.3968925,28429044.681758698,200473216.12253997,0.14,3.14e-05
166704,2023-03-20,3300,IN80JW,INE470Y01017,BZ7M4G,NEW INDIA ASSURANCE,IN,INR,0,30302025,117228038,301840.0,101.55,0.0589,0.0589,1.0,119239271.76125008,2024435853.33192,0.06,0.000122838
166812,2023-03-20,3300,716083,PLZAPUL00057,716083,PULAWY,PL,PLN,0,55201015,13947925,28282.0,87.6,0.0402,0.0402,1.0,15170668.68591773,377379818.057655,0.04,1.46e-05
166832,2023-03-20,3300,EW048,PLTRKPL00014,B2QKZ4,TRAKCJA,PL,PLN,0,50101010,11634517,152690.0,1.648,0.0961,0.0961,1.0,12008883.999129524,124962372.519558,0.1,1.22e-05
166855,2023-03-20,3300,PL00IS,PLPCCEX00010,B8FGJ0,PCC EXOL,PL,PLN,0,55201020,20377445,263823.0,4.11,0.1297,0.1291,1.0,20823728.570450716,161299214.333468,0.13,2.14e-05
166969,2023-03-20,3300,SA238F,SA121053DR18,B2QG18,SAUDI MOBILE TELECOM,SA,SAR,0,15102015,303208956,150009.0,10.38,0.6295,0.6295,0.1899126,297191360.96362007,2485917243.4621973,0.12,0.00031772
167010,2023-03-20,3300,PH1029,PHY689911352,B1FHVG,PHILEX MINING,PH,PHP,0,55102000,42031247,47068.0,2.86,0.528,0.4978,0.2542539,37816438.9344748,298784534.8892301,0.13,4.4e-05
167017,2023-03-20,3300,PH108F,PHY3004J1017,BLR6CW,DITO CME HOLDINGS,PH,PHP,0,15102015,104188872,36042.0,3.18,0.139,0.139,1.0,112082482.10469809,806348792.1201301,0.14,0.000109175
167130,2023-03-20,3300,ID12WU,ID1000095508,B055M5,BRI AGRONIAGA,ID,IDR,0,30101010,70747348,216285.0,404.0,0.1342,0.1227,1.0,73197767.24944279,596558820.2888572,0.12,7.41e-05
167154,2023-03-20,3300,ID8014,ID1000098007,B00ZNP,BANK CIMB NIAGA,ID,IDR,0,30101010,149633925,35121.0,1240.0,0.0759,0.0759,1.0,155018262.91858894,2042401355.9761388,0.08,0.000156795
167178,2023-03-20,3300,ID00GB,ID1000094204,658003,Bank Danamon Indonesia Tbk PT,ID,IDR,0,30101010,114048026,35116.0,2860.0,0.0659,0.0659,1.0,119519359.43396385,1813647335.8719857,0.07,0.000119506
167447,2023-06-19,3276,412532,TRABRISA91E3,B03MQ6,BRISA BRIDGESTONE SABANCI,TR,TRY,0,40101015,87286020,35434.0,43.86,0.1274,0.1274,1.0,82368375.9850282,646533563.4617598,0.13,8.38e-05
167451,2023-06-19,3276,TR20J5,TREULET00014,BSP5SN,ULUSOY ELEKTRIK IMALAT TAAHHUT,TR,TRY,0,50202010,27114688,279516.0,128.8,0.0631,0.0631,1.0,31411699.168223362,497808227.7056,0.06,2.6e-05
167474,2023-06-19,3276,413337,TRABANVT92A9,B03MPP,BANVIT,TR,TRY,0,45102010,29043475,24002.0,79.8,0.0829,0.0829,1.0,31968041.652109142,385621732.8360572,0.08,2.79e-05
167529,2023-06-19,3276,B03MQM,TRACLEBI91M5,B03MQM,CELEBI HAVA SERVISI,TR,TRY,0,50206060,56457284,43801.0,502.0,0.1009,0.1009,1.0,59464446.01618729,589340396.59254,0.1,5.42e-05
167543,2023-06-19,3276,TR20K6,TREDAPG00032,BMCH8C,DAP GAYRIMENKUL GELISTIRME,TR,TRY,0,50101010,50038885,352618.0,47.5,0.1001,0.1001,1.0,45942423.732204996,458965272.05,0.1,4.8e-05
167548,2023-06-19,3276,B03MY0,TRATEKST91N0,B03MY0,ICBC TURKEY BANK ANONIM,TR,TRY,0,30101010,19782306,35522.0,7.16,0.0716,0.0716,1.0,21300054.572309025,297486795.70264,0.07,1.9e-05
167595,2023-06-19,3276,TR20QC,TREINVS00029,BN95D5,INVESTCO HOLDING A S,TR,TRY,0,30202000,208142269,352728.0,220.3,0.1001,0.1001,1.0,199758867.39877817,1995593080.906875,0.1,0.000199857
167662,2023-06-19,3276,IN815J,INE031A01017,BDVJZR,HOUSING AND URBAN DEVELOPMENT,IN,INR,0,30201025,178269026,297351.0,57.07,0.1241,0.1241,1.0,171377025.02304652,1380959105.7457416,0.12,0.000171173
167685,2023-06-19,3276,IN043C,INE188A01015,641888,FERT.& CHEMS.TRAVANCORE,IN,INR,0,55201015,295172769,5162.0,300.95,0.1,0.1,1.0,235384306.1534956,2353843061.534956,0.1,0.000283424
167692,2023-06-19,3276,IN02W3,INE483A01010,B236VP,Central Bank IN,IN,INR,0,30101010,196101529,141232.0,27.0,0.0692,0.0692,1.0,196050137.2318258,2833094468.668003,0.07,0.000188296
167725,2023-06-19,3276,IN10CI,INE950I01011,B4YWZT,D B CORP,IN,INR,0,40301030,42141418,219016.0,132.7,0.3573,0.3574,0.3981426,40613029.71982897,285411976.15079856,0.14,4.05e-05
167785,2023-06-19,3276,IN80JW,INE470Y01017,BZ7M4G,NEW INDIA ASSURANCE,IN,INR,0,30302025,145760058,301840.0,119.25,0.0589,0.0589,1.0,139914091.16155872,2375451462.8448,0.06,0.000139958
167902,2023-06-19,3276,IN104A,INE002L01015,B3Y50F,Satluj Jal Vid,IN,INR,0,65101010,245922333,231544.0,35.78,0.1323,0.1323,1.0,224854022.59621176,1699576890.371971,0.13,0.000236134
